stage,date,distance_km,origin,destination,type,winner,winner_country,year
10,1909-07-23,269.0,Bayonne,Bordeaux,Flat stage,François Faber,LUX,1909
11,1909-07-25,391.0,Bordeaux,Nantes,Flat stage,Louis Trousselier,FRA,1909
12,1909-07-27,321.0,Nantes,Brest,Flat stage,Gustave Garrigou,FRA,1909
13,1909-07-29,424.0,Brest,Caen,Flat stage,Paul Duboc,FRA,1909
14,1909-08-01,250.0,Caen,Paris,Flat stage,Jean Alavoine,FRA,1909
1,1908-07-13,272.0,Paris,Roubaix,Flat stage,Georges Passerieu,FRA,1908
2,1908-07-15,398.0,Roubaix,Metz,Flat stage,Lucien Petit-Breton,FRA,1908
3,1908-07-17,259.0,Metz,Belfort,Mountain stage,François Faber,LUX,1908
4,1908-07-19,309.0,Belfort,Lyon,Mountain stage,François Faber,LUX,1908
5,1908-07-21,311.0,Lyon,Grenoble,Mountain stage,Georges Passerieu,FRA,1908
6,1908-07-23,345.0,Grenoble,Nice,Mountain stage,Jean-Baptiste Dortignacq,FRA,1908
7,1908-07-25,354.0,Nice,Nîmes,Flat stage,Lucien Petit-Breton,FRA,1908
8,1908-07-27,303.0,Nîmes,Toulouse,Flat stage,François Faber,LUX,1908
9,1908-07-29,299.0,Toulouse,Bayonne,Flat stage,Lucien Petit-Breton,FRA,1908
10,1908-07-31,269.0,Bayonne,Bordeaux,Flat stage,Georges Paulmier,FRA,1908
11,1908-08-02,391.0,Bordeaux,Nantes,Flat stage,Lucien Petit-Breton,FRA,1908
12,1908-08-04,321.0,Nantes,Brest,Flat stage,François Faber,LUX,1908
13,1908-08-06,415.0,Brest,Caen,Flat stage,Georges Passerieu,FRA,1908
14,1908-08-09,251.0,Caen,Paris,Flat stage,Lucien Petit-Breton,FRA,1908
1,1907-07-08,272.0,Paris,Roubaix,Flat stage,Louis Trousselier,FRA,1907
2,1907-07-10,398.0,Roubaix,Metz,Flat stage,Emile Georget[n 2] Louis Trousselier[n 2],"c(""FRA"", ""FRA"")",1907
3,1907-07-12,259.0,Metz,Belfort,Mountain stage,Emile Georget,FRA,1907
4,1907-07-14,309.0,Belfort,Lyon,Mountain stage,Marcel Cadolle,FRA,1907
5,1907-07-16,311.0,Lyon,Grenoble,Mountain stage,Emile Georget,FRA,1907
6,1907-07-18,345.0,Grenoble,Nice,Mountain stage,Georges Passerieu,FRA,1907
7,1907-07-20,345.0,Nice,Nîmes,Flat stage,Emile Georget,FRA,1907
8,1907-07-22,303.0,Nîmes,Toulouse,Flat stage,Emile Georget,FRA,1907
9,1907-07-24,299.0,Toulouse,Bayonne,Flat stage,Lucien Petit-Breton,FRA,1907
10,1907-07-26,269.0,Bayonne,Bordeaux,Flat stage,Gustave Garrigou,FRA,1907
11,1907-07-28,391.0,Bordeaux,Nantes,Flat stage,Lucien Petit-Breton,FRA,1907
12,1907-07-30,321.0,Nantes,Brest,Flat stage,Gustave Garrigou,FRA,1907
13,1907-08-01,415.0,Brest,Caen,Flat stage,Emile Georget,FRA,1907
14,1907-08-04,251.0,Caen,Paris,Flat stage,Georges Passerieu,FRA,1907
1,1906-07-04,275.0,Paris,Lille,Flat stage,Emile Georget,FRA,1906
2,1906-07-06,400.0,Douai,Nancy,Flat stage,René Pottier,FRA,1906
3,1906-07-08,416.0,Nancy,Dijon,Mountain stage,René Pottier,FRA,1906
4,1906-07-10,311.0,Dijon,Grenoble,Flat stage,René Pottier,FRA,1906
5,1906-07-12,345.0,Grenoble,Nice,Mountain stage,René Pottier,FRA,1906
6,1906-07-14,292.0,Nice,Marseille,Flat stage,Georges Passerieu,FRA,1906
7,1906-07-16,480.0,Marseille,Toulouse,Flat stage,Louis Trousselier,FRA,1906
8,1906-07-18,300.0,Toulouse,Bayonne,Flat stage,Jean-Baptiste Dortignacq,FRA,1906
9,1906-07-20,338.0,Bayonne,Bordeaux,Flat stage,Louis Trousselier,FRA,1906
10,1906-07-22,391.0,Bordeaux,Nantes,Flat stage,Louis Trousselier,FRA,1906
11,1906-07-24,321.0,Nantes,Brest,Flat stage,Louis Trousselier,FRA,1906
12,1906-07-26,415.0,Brest,Caen,Flat stage,Georges Passerieu,FRA,1906
13,1906-07-29,259.0,Caen,Paris,Flat stage,René Pottier,FRA,1906
1,1905-07-09,340.0,Paris,Nancy,Flat stage,Louis Trousselier,FRA,1905
2,1905-07-11,299.0,Nancy,Besançon,Mountain stage,Hippolyte Aucouturier,FRA,1905
3,1905-07-14,327.0,Besançon,Grenoble,Flat stage,Louis Trousselier,FRA,1905
4,1905-07-16,348.0,Grenoble,Toulon,Mountain stage,Hippolyte Aucouturier,FRA,1905
5,1905-07-18,192.0,Toulon,Nîmes,Flat stage,Louis Trousselier,FRA,1905
6,1905-07-20,307.0,Nîmes,Toulouse,Flat stage,Jean-Baptiste Dortignacq,FRA,1905
7,1905-07-22,268.0,Toulouse,Bordeaux,Flat stage,Louis Trousselier,FRA,1905
8,1905-07-24,257.0,Bordeaux,La Rochelle,Flat stage,Hippolyte Aucouturier,FRA,1905
9,1905-07-26,263.0,La Rochelle,Rennes,Flat stage,Louis Trousselier,FRA,1905
10,1905-07-28,167.0,Rennes,Caen,Flat stage,Jean-Baptiste Dortignacq,FRA,1905
11,1905-07-29,253.0,Caen,Paris,Flat stage,Jean-Baptiste Dortignacq,FRA,1905
1,1904-07-02,467.0,Montgeron,Lyon,Flat stage,Maurice Garin,FRA,1904
2,1904-07-09,374.0,Lyon,Marseille,Mountain stage,Hippolyte Aucouturier,FRA,1904
3,1904-07-13,424.0,Marseille,Toulouse,Flat stage,Hippolyte Aucouturier,FRA,1904
4,1904-07-17,268.0,Toulouse,Bordeaux,Flat stage,Lucien Pothier,FRA,1904
5,1904-07-20,425.0,Bordeaux,Nantes,Flat stage,Hippolyte Aucouturier,FRA,1904
6,1904-07-23,471.0,Nantes,Paris,Flat stage,Hippolyte Aucouturier,FRA,1904
1,1903-07-01,467.0,Paris,Lyon,Flat stage,Maurice Garin,FRA,1903
2,1903-07-05,374.0,Lyon,Marseille,Mountain stage,Hippolyte Aucouturier,FRA,1903
3,1903-07-08,423.0,Marseille,Toulouse,Flat stage,Hippolyte Aucouturier,FRA,1903
4,1903-07-12,268.0,Toulouse,Bordeaux,Flat stage,Charles Laeser,SUI,1903
5,1903-07-13,425.0,Bordeaux,Nantes,Flat stage,Maurice Garin,FRA,1903
6,1903-07-18,471.0,Nantes,Paris,Flat stage,Maurice Garin,FRA,1903
